Ensemble ID,Gene symbol,log2FC vs BLAM,Timepoint,p-value,FDR,
ENSRNOG00000022723,RGD1562029,-0.674379805,FS120,0.00111414,3.49E-02,
ENSRNOG00000002145,Tmprss7,-0.473997464,FS60,0.001790246,3.49E-02,
ENSRNOG00000013733,Ppp4r1,0.25870644,FS60,0.001795997,3.50E-02,
ENSRNOG00000004367,Elk3,-0.309317242,FS60,0.001804721,3.51E-02,
ENSRNOG00000005243,Pop1,0.35011121,FS60,0.001806426,3.51E-02,
ENSRNOG00000016050,Fgfr1,0.256915129,FS30,0.001309776,3.52E-02,
ENSRNOG00000033740,Lurap1l,0.297050633,FS60,0.00183648,3.56E-02,
ENSRNOG00000001172,Rnf10,0.262955256,FS60,0.001839446,3.56E-02,
ENSRNOG00000019361,Inpp5j,0.396997327,FS60,0.001842748,3.56E-02,
ENSRNOG00000008390,Dcun1d5,-0.28513324,FS30,0.001338877,3.58E-02,
ENSRNOG00000012835,Espl1,-0.836457577,FS30,0.00134542,3.59E-02,
ENSRNOG00000021824,Dnajb1,0.778247052,FS60,0.001862837,3.60E-02,
ENSRNOG00000021847,Ska3,-0.254734397,FS120,0.001157737,3.61E-02,
ENSRNOG00000014867,Synpo2,0.556397061,FS60,0.001871708,3.61E-02,
ENSRNOG00000059373,AC127013.1,-0.682456012,FS30,0.001357912,3.62E-02,
ENSRNOG00000011723,Slc44a3,-0.637395621,FS120,0.001164311,3.62E-02,
ENSRNOG00000055809,Epb4.1l1,0.193554391,FS120,0.001174843,3.64E-02,
ENSRNOG00000006818,Arl6ip5,-0.311073036,FS60,0.001894477,3.65E-02,
ENSRNOG00000001608,Nxpe3,0.213779645,FS120,0.001181879,3.65E-02,
ENSRNOG00000009170,Dmxl2,0.229996462,FS120,0.001184598,3.65E-02,
ENSRNOG00000046005,Scd2,-0.298543019,FS30,0.001375484,3.66E-02,
ENSRNOG00000010789,Dusp7,-0.457423219,FS30,0.001378264,3.66E-02,
ENSRNOG00000058018,NA,-0.833250671,FS120,0.001188629,3.66E-02,
ENSRNOG00000029165,Stx1a,-0.39839438,FS30,0.001384607,3.67E-02,
ENSRNOG00000042426,Cyp4v3,0.592735305,FS60,0.001909712,3.67E-02,
ENSRNOG00000013484,Gsta1,0.433312092,FS360,0.000251869,3.67E-02,
ENSRNOG00000004754,Tc2n,0.457912182,FS30,0.001390997,3.68E-02,
ENSRNOG00000047302,Btbd8,-0.296396357,FS60,0.001923573,3.68E-02,
ENSRNOG00000018706,Il15ra,0.676422829,FS60,0.001922768,3.68E-02,
ENSRNOG00000018745,Sgsm3,0.295320298,FS60,0.001926313,3.68E-02,
ENSRNOG00000003741,Nptx1,0.382331404,FS30,0.001398607,3.69E-02,
ENSRNOG00000039666,Srpx,0.539347896,FS60,0.001945254,3.71E-02,
ENSRNOG00000016596,Hspa4,0.218049631,FS60,0.00194815,3.71E-02,
ENSRNOG00000052669,NA,-1.338516902,FS30,0.001414976,3.71E-02,
ENSRNOG00000008146,Tox2,-0.294573378,FS30,0.001412907,3.71E-02,
ENSRNOG00000004301,Dcaf13,0.248931456,FS60,0.001964641,3.74E-02,
ENSRNOG00000021916,Slc16a12,0.48991186,FS360,0.000259176,3.74E-02,
ENSRNOG00000012779,Msr1,-1.673906811,FS30,0.001429174,3.74E-02,
ENSRNOG00000052600,LOC103689982,-0.348270602,FS60,0.00197504,3.75E-02,
ENSRNOG00000011029,Sec11a,0.273355912,FS60,0.001975119,3.75E-02,
ENSRNOG00000013816,Cmas,-0.372617598,FS30,0.001440029,3.77E-02,
ENSRNOG00000010652,Dock6,-0.386005936,FS30,0.001448068,3.77E-02,
ENSRNOG00000037960,LOC682489,0.310504598,FS30,0.001447514,3.77E-02,
ENSRNOG00000013847,Nova2,-0.287790871,FS30,0.001448556,3.77E-02,
ENSRNOG00000021682,Dcakd,-0.243716871,FS60,0.00199032,3.77E-02,
ENSRNOG00000010450,Elovl7,-0.500296257,FS60,0.002003299,3.79E-02,
ENSRNOG00000045778,AC119603.1,2.613672015,FS30,0.001468783,3.80E-02,
ENSRNOG00000014142,Ogfrl1,-0.283453361,FS30,0.001466931,3.80E-02,
ENSRNOG00000043345,Rnf168,-0.441984326,FS30,0.001467614,3.80E-02,
ENSRNOG00000008088,Btbd3,-0.394839524,FS60,0.00201425,3.80E-02,
ENSRNOG00000011853,Mbd2,0.223954097,FS60,0.002029774,3.83E-02,
ENSRNOG00000015148,Erc2,0.295581755,FS120,0.001246517,3.83E-02,
ENSRNOG00000023601,Elavl4,-0.261478495,FS60,0.002036036,3.83E-02,
ENSRNOG00000056421,NA,-0.580933449,FS120,0.001252272,3.84E-02,
ENSRNOG00000012186,Golph3,0.28599342,FS60,0.002045581,3.85E-02,
ENSRNOG00000034075,Ube2ql1,-0.233317335,FS30,0.001494498,3.85E-02,
ENSRNOG00000057078,Ddit4,0.787235696,FS30,0.001503612,3.86E-02,
ENSRNOG00000005577,Desi1,-0.285519538,FS30,0.001502527,3.86E-02,
ENSRNOG00000006226,Cacng2,0.299763191,FS120,0.00126247,3.86E-02,
ENSRNOG00000030183,Plod2,-0.536065466,FS120,0.001265592,3.86E-02,
ENSRNOG00000010765,Vcl,0.24596498,FS60,0.002063551,3.87E-02,
ENSRNOG00000004863,Mpped2,-0.255454119,FS60,0.00207269,3.88E-02,
ENSRNOG00000060518,AABR07015057.1,-0.860371468,FS360,0.000277637,3.90E-02,
ENSRNOG00000000477,Daxx,0.546727515,FS360,0.000276435,3.90E-02,
ENSRNOG00000018835,Notch2,0.301613667,FS30,0.001521583,3.90E-02,
ENSRNOG00000004494,Lta4h,-0.378817459,FS30,0.001526716,3.90E-02,
ENSRNOG00000010205,Mturn,-0.418207023,FS30,0.001526891,3.90E-02,
ENSRNOG00000023338,Tspan2,-0.334957372,FS60,0.002084655,3.90E-02,
ENSRNOG00000026787,Disp2,0.300375373,FS120,0.001291468,3.92E-02,
ENSRNOG00000054049,Prelid2,-0.550196213,FS120,0.001300542,3.93E-02,
ENSRNOG00000028872,Rai14,-0.292740663,FS120,0.001298556,3.93E-02,
ENSRNOG00000027002,Mast4,0.233212284,FS60,0.00210957,3.94E-02,
ENSRNOG00000051620,Tspan9,-0.231803577,FS360,0.000284753,3.96E-02,
ENSRNOG00000016875,Cbx7,-0.339210157,FS30,0.001559805,3.96E-02,
ENSRNOG00000060305,NA,0.627863171,FS30,0.001559073,3.96E-02,
ENSRNOG00000006400,Tbc1d14,0.23603351,FS30,0.001556292,3.96E-02,
ENSRNOG00000037229,Gmppb,-0.253607629,FS60,0.00212459,3.97E-02,
ENSRNOG00000007369,Shisa4,-0.358422228,FS60,0.002130169,3.97E-02,
ENSRNOG00000042753,Fgf13,-0.218481229,FS60,0.002143014,3.99E-02,
ENSRNOG00000036698,Nploc4,0.229742591,FS60,0.002141053,3.99E-02,
ENSRNOG00000010598,Hs3st1,-0.274773313,FS60,0.002146022,3.99E-02,
ENSRNOG00000002478,Insig2,-0.367074746,FS30,0.001575331,3.99E-02,
ENSRNOG00000013804,Exoc5,0.220957985,FS60,0.002164319,4.02E-02,
ENSRNOG00000013623,Amer2,-0.506065001,FS60,0.002167441,4.02E-02,
ENSRNOG00000012865,Parp3,-0.794414563,FS30,0.001589196,4.02E-02,
ENSRNOG00000007545,Angptl4,0.648990786,FS60,0.00217381,4.02E-02,
ENSRNOG00000059406,Ier5,-0.377968789,FS360,0.000295951,4.04E-02,
ENSRNOG00000009514,Mme,-0.491909861,FS60,0.00219141,4.05E-02,
ENSRNOG00000018567,Slc20a1,-0.276409815,FS180,0.000147019,4.05E-02,
ENSRNOG00000028623,Agpat5,0.206863781,FS60,0.002205192,4.06E-02,
ENSRNOG00000014434,Chd1,0.213066107,FS60,0.002203092,4.06E-02,
ENSRNOG00000047756,Mef2a,0.207343457,FS60,0.002205343,4.06E-02,
ENSRNOG00000025415,Mettl11b,0.668815029,FS60,0.00219788,4.06E-02,
ENSRNOG00000010832,Pdgfrl,-0.569086135,FS60,0.002209318,4.06E-02,
ENSRNOG00000002152,Dcun1d4,0.238415638,FS60,0.002221824,4.07E-02,
ENSRNOG00000002093,Tgfbr3,0.282325685,FS60,0.002222093,4.07E-02,
ENSRNOG00000014285,Ssh2,0.248506222,FS30,0.001609917,4.07E-02,
ENSRNOG00000003538,Adamts4,-0.609174571,FS360,0.000309158,4.07E-02,
ENSRNOG00000015397,Cpne7,0.364365612,FS360,0.000312451,4.08E-02,
ENSRNOG00000017445,Tubb2b,-0.347670342,FS60,0.002239986,4.10E-02,
ENSRNOG00000014963,Adgrg1,-0.264193449,FS60,0.002248416,4.10E-02,
ENSRNOG00000019145,Kdm2a,0.217527766,FS60,0.002248391,4.10E-02,
ENSRNOG00000007628,Ptp4a3,0.486351216,FS60,0.002247412,4.10E-02,
ENSRNOG00000004391,Rdh7,-0.35944728,FS120,0.00136744,4.10E-02,
ENSRNOG00000023278,Sec61a2,0.209744163,FS120,0.001370343,4.10E-02,
ENSRNOG00000051860,AC114343.1,-0.956425013,FS60,0.002275537,4.14E-02,
ENSRNOG00000000137,Ly86,-0.430752275,FS60,0.002277984,4.14E-02,
ENSRNOG00000021046,Sult2b1,0.36955719,FS60,0.002283604,4.15E-02,
ENSRNOG00000010840,Adamtsl3,0.325633812,FS30,0.001659277,4.17E-02,
ENSRNOG00000030714,Bsn,0.240019275,FS30,0.001669323,4.18E-02,
ENSRNOG00000054459,Mboat7,-0.348183549,FS60,0.002312009,4.19E-02,
ENSRNOG00000001613,Zbtb11,0.221606765,FS60,0.002314928,4.19E-02,
ENSRNOG00000027126,Dpy30,-0.479817101,FS30,0.001679769,4.19E-02,
ENSRNOG00000019869,Lrfn1,-0.595181335,FS30,0.001676694,4.19E-02,
ENSRNOG00000014833,Smndc1,0.352728356,FS30,0.001690627,4.21E-02,
ENSRNOG00000031448,Stpg1,-0.255031232,FS120,0.001422196,4.24E-02,
ENSRNOG00000014462,Fnta,-0.324593601,FS30,0.001716936,4.25E-02,
ENSRNOG00000009276,Schip1,0.298394683,FS30,0.001714619,4.25E-02,
ENSRNOG00000038002,Ccdc62,-0.309650293,FS30,0.001727334,4.26E-02,
ENSRNOG00000010524,Cryab,0.725262836,FS30,0.001730283,4.26E-02,
ENSRNOG00000013756,Snrnp48,-0.231698062,FS30,0.001728226,4.26E-02,
ENSRNOG00000011521,Filip1,-0.208475272,FS120,0.001438345,4.28E-02,
ENSRNOG00000012192,Znf740,0.295294865,FS60,0.002370546,4.28E-02,
ENSRNOG00000018730,Pvrl2,-0.449407579,FS30,0.001744541,4.29E-02,
ENSRNOG00000018379,Zfp688,-0.685829683,FS30,0.00174546,4.29E-02,
ENSRNOG00000058470,Col12a1,-0.2555143,FS120,0.00145959,4.31E-02,
ENSRNOG00000059734,AABR07043564.1,0.22184659,FS60,0.002406472,4.33E-02,
ENSRNOG00000003915,Tmem206,0.308960394,FS60,0.002404622,4.33E-02,
ENSRNOG00000007881,Mtmr14,-0.281199678,FS30,0.001768,4.34E-02,
ENSRNOG00000018406,Wipf1,-0.388199845,FS60,0.002414889,4.34E-02,
ENSRNOG00000009773,Elovl4,-0.403576926,FS30,0.001776684,4.35E-02,
ENSRNOG00000056265,NA,0.885312887,FS30,0.001778751,4.35E-02,
ENSRNOG00000017166,Mycbp,-0.392399876,FS30,0.001789684,4.35E-02,
ENSRNOG00000003583,Smyd2,-0.277582629,FS30,0.001791235,4.35E-02,
ENSRNOG00000030418,Tmem47,-0.444375382,FS30,0.001792267,4.35E-02,
ENSRNOG00000009771,Cdh10,-0.271372834,FS60,0.002426327,4.35E-02,
ENSRNOG00000029191,LOC685067,-0.712659164,FS60,0.002428246,4.35E-02,
ENSRNOG00000024711,Sdk2,0.240439322,FS120,0.001480649,4.36E-02,
ENSRNOG00000050831,Vom2r35,-0.632870195,FS180,0.000167042,4.36E-02,
ENSRNOG00000047057,Gpr26,-0.433538821,FS30,0.0018054,4.37E-02,
ENSRNOG00000019465,Gnai3,0.295027265,FS30,0.001815867,4.38E-02,
ENSRNOG00000051304,NA,-0.194302951,FS120,0.001493968,4.39E-02,
ENSRNOG00000005564,Ubn2,0.226059569,FS60,0.00245165,4.39E-02,
ENSRNOG00000005854,Angpt1,-0.266196479,FS120,0.001502947,4.40E-02,
ENSRNOG00000061199,Tcfl5,-0.491904131,FS120,0.001502699,4.40E-02,
ENSRNOG00000007821,Dyrk2,0.376066033,FS60,0.002470585,4.41E-02,
ENSRNOG00000025269,Slc25a44,-0.378338509,FS60,0.002468327,4.41E-02,
ENSRNOG00000027859,Tmem26,-0.938741352,FS60,0.00247966,4.43E-02,
ENSRNOG00000016534,Fam171a1,-1.783402906,FS60,0.002490025,4.43E-02,
ENSRNOG00000050152,Chsy3,-0.279110056,FS120,0.001520165,4.43E-02,
ENSRNOG00000052287,Bsph1,2.653466323,FS120,0.001525228,4.43E-02,
ENSRNOG00000033653,Mpp3,0.349130632,FS120,0.001527644,4.43E-02,
ENSRNOG00000059863,AABR07022168.1,-0.397518319,FS60,0.002505405,4.45E-02,
ENSRNOG00000030243,Lrp1b,0.409279194,FS30,0.001858773,4.46E-02,
ENSRNOG00000019075,Stat5b,-0.27994969,FS30,0.00185813,4.46E-02,
ENSRNOG00000015459,Heatr3,0.253094884,FS60,0.002513289,4.46E-02,
ENSRNOG00000009772,Kirrel3,-0.238121831,FS60,0.002527676,4.47E-02,
ENSRNOG00000059093,AABR07012583.3,-0.333025868,FS60,0.00253632,4.48E-02,
ENSRNOG00000061153,Hrh3,-0.292017107,FS60,0.002534367,4.48E-02,
ENSRNOG00000004132,Lasp1,-0.278805281,FS30,0.001872248,4.48E-02,
ENSRNOG00000027098,Sez6l2,0.289751591,FS60,0.002546965,4.49E-02,
ENSRNOG00000032690,Ube2e2,0.194572162,FS120,0.001560714,4.51E-02,
ENSRNOG00000032517,Cntn6,-0.247628218,FS120,0.00157188,4.53E-02,
ENSRNOG00000026065,Slit1,0.288328352,FS120,0.001572213,4.53E-02,
ENSRNOG00000007455,Tmem132e,-0.361632417,FS60,0.002573491,4.53E-02,
ENSRNOG00000033059,Galnt6,0.461240729,FS60,0.002576806,4.53E-02,
ENSRNOG00000020058,Celsr2,0.361650044,FS60,0.002585462,4.54E-02,
ENSRNOG00000005276,Csnk2a1,0.237956445,FS60,0.002592272,4.55E-02,
ENSRNOG00000012012,Pinx1,0.270949855,FS120,0.001589553,4.56E-02,
ENSRNOG00000027276,Xkr4,-0.294755784,FS120,0.001590387,4.56E-02,
ENSRNOG00000046112,Dedd2,-0.541076947,FS30,0.001912068,4.57E-02,
ENSRNOG00000008815,Fbxo46,-0.479283755,FS30,0.001913657,4.57E-02,
ENSRNOG00000053948,NA,0.410539233,FS120,0.001602918,4.59E-02,
ENSRNOG00000047098,Hbb-b1,-0.684973448,FS120,0.001606303,4.59E-02,
ENSRNOG00000011445,Nkain1,-0.720216281,FS180,0.000179141,4.60E-02,
ENSRNOG00000020372,Hdac4,0.238749154,FS60,0.002630361,4.61E-02,
ENSRNOG00000043304,Apcdd1,-0.334157204,FS60,0.002642459,4.62E-02,
ENSRNOG00000014375,Adgrb2,0.278709159,FS120,0.001646423,4.64E-02,
ENSRNOG00000051680,Ccdc186,-0.2044005,FS120,0.001650554,4.64E-02,
ENSRNOG00000022721,Clec18a,-0.871925779,FS120,0.001652165,4.64E-02,
ENSRNOG00000018631,Enkur,-0.360565751,FS120,0.001649135,4.64E-02,
ENSRNOG00000001448,Hip1,0.208964756,FS120,0.001627461,4.64E-02,
ENSRNOG00000016879,Ldlrad4,-0.234158662,FS120,0.001644132,4.64E-02,
ENSRNOG00000016244,Mical2,0.242511258,FS120,0.001648793,4.64E-02,
ENSRNOG00000019606,Trpv3,0.336329972,FS60,0.002656264,4.64E-02,
ENSRNOG00000000581,Cdc40,0.263061243,FS30,0.001953782,4.65E-02,
ENSRNOG00000027271,RGD1359290,-0.949846122,FS30,0.001956308,4.65E-02,
ENSRNOG00000011501,Atp1b3,0.230444368,FS60,0.002666405,4.65E-02,
ENSRNOG00000011720,L3mbtl3,-0.350642884,FS60,0.002665929,4.65E-02,
ENSRNOG00000051254,NA,-0.263982401,FS60,0.002672721,4.65E-02,
ENSRNOG00000020762,Zfp260,-0.639669799,FS30,0.001964268,4.66E-02,
ENSRNOG00000018110,Svil,0.318158027,FS120,0.001664359,4.66E-02,
ENSRNOG00000015585,Suv39h2,0.35039422,FS120,0.001670194,4.67E-02,
ENSRNOG00000057717,NA,-0.561813759,FS360,0.000362858,4.67E-02,
ENSRNOG00000038976,Galntl6,-0.244793612,FS360,0.000376423,4.68E-02,
ENSRNOG00000049469,NA,-1.11249152,FS360,0.000377505,4.68E-02,
ENSRNOG00000057817,AABR07054405.1,0.196610335,FS120,0.001686418,4.70E-02,
ENSRNOG00000039464,Tmem229a,-0.526563081,FS120,0.001690906,4.71E-02,
ENSRNOG00000005753,Alg13,0.253510217,FS60,0.002706356,4.71E-02,
ENSRNOG00000001783,Tra2b,0.199959916,FS60,0.002712603,4.71E-02,
ENSRNOG00000012364,Prickle2,0.210469624,FS120,0.001700492,4.72E-02,
ENSRNOG00000016553,Vwa5b1,0.449274913,FS30,0.001999667,4.73E-02,
ENSRNOG00000013390,Kbtbd8,-0.83572761,FS30,0.002013899,4.75E-02,
ENSRNOG00000029370,Abhd3,0.187973892,FS120,0.001713131,4.75E-02,
ENSRNOG00000017489,Gse1,0.260360121,FS120,0.001726077,4.76E-02,
ENSRNOG00000009555,Lrriq3,-0.37275323,FS120,0.00172227,4.76E-02,
ENSRNOG00000015582,Me2,-0.288154913,FS30,0.002024478,4.76E-02,
ENSRNOG00000002773,Rgs4,-0.669166971,FS30,0.002027153,4.76E-02,
ENSRNOG00000005575,Abi3,-0.545742508,FS60,0.002755998,4.78E-02,
ENSRNOG00000007733,NA,-0.223622253,FS60,0.002770193,4.80E-02,
ENSRNOG00000051564,Rap2a,-0.295550881,FS30,0.002051563,4.80E-02,
ENSRNOG00000007000,Grhl2,0.669201409,FS30,0.002056947,4.81E-02,
ENSRNOG00000058906,Ptprh,0.780292125,FS30,0.002060185,4.81E-02,
ENSRNOG00000003343,Canx,0.211700982,FS120,0.00175407,4.81E-02,
ENSRNOG00000008193,Cr1l,0.207598948,FS120,0.00175665,4.81E-02,
ENSRNOG00000001478,Gtf2ird1,-0.24051399,FS120,0.001751888,4.81E-02,
ENSRNOG00000033280,Pam,-0.267827012,FS120,0.001758014,4.81E-02,
ENSRNOG00000015055,Scg2,-0.275305611,FS60,0.00278323,4.81E-02,
ENSRNOG00000004585,Tmtc2,0.203906623,FS120,0.001762044,4.81E-02,
ENSRNOG00000019778,Ptrf,-0.840177373,FS30,0.00206677,4.82E-02,
ENSRNOG00000026111,Morn5,-0.3299251,FS60,0.002789341,4.82E-02,
ENSRNOG00000038044,Tsc22d2,0.221613345,FS60,0.002796613,4.83E-02,
ENSRNOG00000011452,Aldoc,0.473767607,FS30,0.002074406,4.83E-02,
ENSRNOG00000032350,Kcnip4,-0.274300178,FS360,0.000407964,4.87E-02,
ENSRNOG00000055832,NA,-0.321062655,FS360,0.000415293,4.87E-02,
ENSRNOG00000007728,Gsdmd,-0.79070632,FS120,0.001789428,4.87E-02,
ENSRNOG00000016511,Pitrm1,-0.322429903,FS30,0.002098729,4.88E-02,
ENSRNOG00000016423,Tacc1,0.192990705,FS60,0.002835372,4.88E-02,
ENSRNOG00000010597,Slc5a7,-0.67121596,FS30,0.00210959,4.89E-02,
ENSRNOG00000050806,Spty2d1,0.624726399,FS30,0.002115787,4.90E-02,
ENSRNOG00000029220,Zmym5,0.303861697,FS60,0.002860164,4.91E-02,
ENSRNOG00000056325,Mocs2,-0.368028896,FS30,0.002125914,4.92E-02,
ENSRNOG00000008752,Nrf1,0.195092338,FS60,0.002896463,4.96E-02,
ENSRNOG00000010298,Xbp1,-0.351219464,FS60,0.002893827,4.96E-02,
ENSRNOG00000033226,Polr2m,0.820692584,FS30,0.002161832,4.99E-02,
ENSRNOG00000056767,Potea,-0.616038333,FS60,0.0029265,5.00E-02,
ENSRNOG00000005274,Vrk1,0.228596974,FS120,0.001846005,5.01E-02,
ENSRNOG00000006867,Etv1,-0.263310774,FS60,0.002965722,5.06E-02,
ENSRNOG00000013963,Il6st,-0.284679555,FS60,0.002977961,5.07E-02,
ENSRNOG00000020833,Cspg5,-0.273570045,FS60,0.002989158,5.08E-02,
ENSRNOG00000019466,Agpat2,0.559304177,FS30,0.002214199,5.09E-02,
ENSRNOG00000025793,Usp31,0.263492687,FS60,0.002999247,5.09E-02,
ENSRNOG00000001767,RGD1562339,0.210225701,FS60,0.003003989,5.09E-02,
ENSRNOG00000008178,Nxn,0.295533231,FS60,0.003009985,5.10E-02,
ENSRNOG00000014008,Mfsd2a,0.485485966,FS30,0.002235777,5.13E-02,
ENSRNOG00000005698,Ndufa5,0.266455794,FS30,0.002237682,5.13E-02,
ENSRNOG00000048824,Rnf165,0.365918777,FS120,0.001896093,5.13E-02,
ENSRNOG00000026310,March1,0.323674193,FS30,0.002248532,5.14E-02,
ENSRNOG00000053592,NA,-1.035270832,FS120,0.001904939,5.15E-02,
ENSRNOG00000010917,Bmp5,-0.641302861,FS120,0.001919796,5.15E-02,
ENSRNOG00000014574,Entpd1,-0.317024289,FS120,0.001916274,5.15E-02,
ENSRNOG00000009691,Lrrn2,0.2433316,FS120,0.001918401,5.15E-02,
ENSRNOG00000055580,NA,3.026192258,FS30,0.002263531,5.17E-02,
ENSRNOG00000012750,Pabpc1l,1.50081439,FS60,0.00306271,5.18E-02,
ENSRNOG00000010540,Mrpl45,-0.556069905,FS30,0.002276641,5.19E-02,
ENSRNOG00000055222,AC094212.1,-0.759755346,FS60,0.003080366,5.21E-02,
ENSRNOG00000009824,Irf2,0.219929026,FS60,0.003084486,5.21E-02,
ENSRNOG00000029449,Ror1,-0.318025195,FS120,0.001964945,5.24E-02,
ENSRNOG00000015603,Prkce,0.298359841,FS120,0.001976191,5.26E-02,
ENSRNOG00000017724,Sf3b3,0.227461272,FS60,0.003121129,5.26E-02,
ENSRNOG00000007887,Elk4,0.388211201,FS60,0.003126827,5.27E-02,
ENSRNOG00000017930,Lpcat1,-0.2856962,FS30,0.002315421,5.27E-02,
ENSRNOG00000022943,Dgka,0.217462806,FS120,0.001989298,5.28E-02,
ENSRNOG00000002208,Shroom3,0.297655994,FS30,0.002324123,5.28E-02,
ENSRNOG00000047143,Fkbp1b,-0.516156827,FS60,0.003155054,5.29E-02,
ENSRNOG00000018467,Mitd1,-0.351983397,FS60,0.003152334,5.29E-02,
ENSRNOG00000013067,Phf21b,-0.323186431,FS60,0.003148382,5.29E-02,
ENSRNOG00000002664,Emp2,-0.806649924,FS30,0.002331171,5.29E-02,
ENSRNOG00000046515,St6gal2,-0.278981651,FS60,0.003174227,5.31E-02,
ENSRNOG00000047491,Tro,-0.279930262,FS60,0.003176775,5.31E-02,
ENSRNOG00000002980,Tsr1,-0.237773997,FS60,0.003176504,5.31E-02,
ENSRNOG00000025297,Gpr171,0.620233057,FS30,0.002345918,5.31E-02,
ENSRNOG00000010332,Nipsnap3b,-0.483109739,FS120,0.002010255,5.32E-02,
ENSRNOG00000046560,NA,-0.338197302,FS60,0.003192107,5.32E-02,
ENSRNOG00000000540,Btbd9,0.258206625,FS120,0.002020034,5.33E-02,
ENSRNOG00000012455,Tardbp,-0.206127563,FS120,0.00202287,5.33E-02,
ENSRNOG00000014477,Acvr2b,-0.487778559,FS30,0.002361194,5.34E-02,
ENSRNOG00000018639,Zfand2b,-0.688547773,FS60,0.00320796,5.34E-02,
ENSRNOG00000061515,Fbxo45,-0.382543362,FS30,0.002367252,5.34E-02,
ENSRNOG00000007701,Thoc7,-0.409338316,FS30,0.002369132,5.34E-02,
ENSRNOG00000052111,Sugp1,0.20628793,FS120,0.002038972,5.35E-02,
ENSRNOG00000038406,Tmem132b,0.212268704,FS120,0.002038479,5.35E-02,
ENSRNOG00000012864,Ern1,0.245313156,FS60,0.003231941,5.37E-02,
ENSRNOG00000004001,Osgepl1,-0.25363391,FS60,0.00323456,5.37E-02,
ENSRNOG00000042961,Ormdl1,-0.367995469,FS60,0.003245599,5.38E-02,
ENSRNOG00000050158,Cracr2b,0.79437412,FS30,0.002392596,5.38E-02,
ENSRNOG00000001309,Camkk2,-0.270779139,FS60,0.003267892,5.40E-02,
ENSRNOG00000010951,Cmtm6,0.423840464,FS60,0.003266273,5.40E-02,
ENSRNOG00000006868,Ube2z,0.32273442,FS60,0.003266657,5.40E-02,
ENSRNOG00000017225,Fam160b1,-0.279863962,FS30,0.002408361,5.40E-02,
ENSRNOG00000011573,Csad,0.645692146,FS60,0.003292984,5.42E-02,
ENSRNOG00000016013,Gprc5b,-0.270060614,FS60,0.003290911,5.42E-02,
ENSRNOG00000006888,Gcfc2,-0.316963098,FS30,0.002421918,5.42E-02,
ENSRNOG00000059074,AC096201.2,0.667803101,FS120,0.002077884,5.43E-02,
ENSRNOG00000018123,Ccny,0.216156268,FS60,0.003304292,5.43E-02,
ENSRNOG00000011668,Nfil3,0.547461382,FS60,0.003306328,5.43E-02,
ENSRNOG00000010747,Dap,-0.31708454,FS30,0.002436429,5.45E-02,
ENSRNOG00000059956,Bcl6b,0.929993038,FS30,0.002449319,5.46E-02,
ENSRNOG00000011140,Fam213a,-0.416325598,FS30,0.002452852,5.46E-02,
ENSRNOG00000031312,Tnfrsf1a,-0.664899708,FS30,0.002452935,5.46E-02,
ENSRNOG00000059961,Rapgef3,0.270139625,FS60,0.003331255,5.46E-02,
ENSRNOG00000057367,Glud1,-0.219744694,FS30,0.00246403,5.47E-02,
ENSRNOG00000057941,NA,-0.375725955,FS30,0.002464656,5.47E-02,
ENSRNOG00000014465,Oca2,0.718812817,FS60,0.00334723,5.48E-02,
ENSRNOG00000056838,NA,-0.956725101,FS60,0.003352667,5.49E-02,
ENSRNOG00000003350,Mospd2,-0.219364521,FS120,0.002110408,5.49E-02,
ENSRNOG00000003283,Rcsd1,-0.30228023,FS120,0.002106722,5.49E-02,
ENSRNOG00000025285,Gfm2,-0.238964495,FS60,0.003360234,5.49E-02,
ENSRNOG00000023116,Agmo,-0.327475333,FS120,0.002125497,5.50E-02,
ENSRNOG00000016467,Kctd1,0.177065321,FS120,0.0021267,5.50E-02,
ENSRNOG00000002244,Pdgfra,-0.278706161,FS120,0.00213125,5.50E-02,
ENSRNOG00000000889,LOC304239,-0.658168839,FS360,0.000481786,5.50E-02,
ENSRNOG00000020705,Rnls,-0.215505263,FS360,0.000478566,5.50E-02,
